T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	Sonstige	Typ 	Jahr
4	1	1	1	0	0	332	2	70	115	51	51	40	3	Bezirk	1996
4	1	1	1	1	343	208	4	23	104	31	18	28	0		
4	1	1	1	2	344	208	2	48	72	40	19	26	1		
4	1	1	1	3	335	193	1	34	77	47	14	20	0		
4	1	1	1	4	472	305	6	59	139	45	26	27	3		
4	1	1	1	5	570	360	6	88	125	79	29	31	2		
4	1	1	1	6	402	241	5	28	88	49	40	27	4		
4	1	1	1	7	413	234	2	45	71	44	25	44	3		
4	1	1	1	8	432	268	17	48	90	51	17	44	1		
4	1	1	1	9	633	386	5	83	122	60	60	55	1		
4	1	1	1	10	374	240	5	54	84	49	26	19	3		
4	1	1	1	11	407	224	3	36	106	42	19	18	0		
4	1	1	1	12	344	210	6	26	98	39	23	18	0		
4	1	1	1	13	485	313	3	64	104	64	45	32	1		
4	1	1	1	14	338	235	9	90	57	39	23	17	0		
4	1	1	1	15	719	454	7	74	183	71	52	63	4		
4	1	1	1	16	388	238	5	39	73	49	26	45	1		
4	1	1	1	17	476	324	4	85	89	66	42	38	0		
4	1	1	1	18	494	309	3	59	120	61	27	39	0		
4	1	1	1	19	437	240	5	43	83	61	25	20	3		
4	1	1	1	20	757	480	9	69	234	82	31	53	2		
4	1	1	1	21	405	265	2	53	98	55	35	20	2		
4	1	1	1	22	570	366	13	47	167	64	47	25	3		
4	1	1	1	23	437	265	4	36	107	49	38	30	1		
4	1	1	1	24	421	233	0	30	97	59	27	16	4		
4	1	1	1	25	220	132	1	17	66	30	8	10	0		
4	1	1	1	26	453	267	2	35	106	59	32	32	1		
4	1	1	1	27	567	372	1	68	130	85	45	43	0		
4	1	1	1	28	428	277	3	88	77	49	27	26	7		
4	1	1	1	29	352	184	0	37	46	42	24	33	2		
4	1	1	1	30	505	314	11	76	85	60	35	43	4		
4	1	1	1	31	366	213	4	34	97	29	22	25	2		
4	1	1	1	32	335	202	5	23	85	46	28	15	0		
4	1	1	1	33	567	353	6	46	152	77	40	32	0		
4	1	2	2	0	0	939	24	343	146	195	82	127	22		
4	1	2	2	1	399	235	5	54	51	57	22	39	7		
4	1	2	2	2	348	215	6	53	31	58	25	36	6		
4	1	2	2	3	377	209	6	85	12	64	16	17	9		
4	1	2	2	4	419	280	6	97	51	76	10	35	5		
4	1	2	2	5	283	197	6	67	23	70	9	19	3		
4	1	2	2	6	265	180	7	50	33	50	16	21	3		
4	1	2	2	7	386	257	8	89	52	51	20	31	6		
4	1	2	2	8	282	178	2	53	19	58	9	30	7		
4	1	2	2	9	576	383	16	118	72	109	21	42	5		
4	1	2	2	10	303	189	3	57	47	36	14	31	1		
4	1	2	2	11	333	210	7	40	49	64	19	29	2		
4	1	2	2	12	302	185	4	47	21	50	19	34	10		
4	1	2	2	13	433	271	11	113	37	64	14	26	6		
4	1	2	2	14	371	246	2	78	50	66	19	30	1		
4	1	2	2	15	329	231	7	124	11	66	6	12	5		
4	1	2	2	16	330	216	5	100	15	72	10	9	5		
4	1	2	2	17	218	172	4	120	4	30	6	7	1		
4	1	2	2	18	226	161	2	92	1	45	4	13	4		
4	1	2	2	19	441	261	4	86	31	76	19	40	5		
4	1	2	2	20	473	341	7	125	34	75	34	59	7		
4	1	2	2	21	226	142	5	45	26	39	6	18	3		
4	1	2	2	22	318	185	3	80	19	48	20	14	1		
4	1	2	2	23	328	183	3	51	33	52	22	21	1		
4	1	2	2	24	289	184	5	57	21	56	19	23	3		
4	1	2	2	25	341	216	5	69	17	78	10	29	8		
4	1	2	2	26	374	524	14	258	88	94	21	41	8		
4	1	2	2	27	488	345	4	70	110	91	30	29	11		
4	1	2	2	28	529	312	4	104	46	86	30	38	4		
4	1	2	2	29	377	242	5	54	57	64	16	42	4		
4	1	2	2	30	283	211	4	62	45	51	15	28	6		
4	1	2	2	31	466	280	6	74	56	69	34	30	11		
4	1	2	2	32	577	406	6	216	21	120	18	19	6		
4	1	2	2	33	332	225	4	49	50	57	23	37	5		
4	1	2	2	34	469	276	10	96	45	61	14	48	2		
4	1	2	2	35	445	279	5	137	21	82	9	22	3		
4	1	2	2	36	492	282	10	108	39	85	17	21	2		
4	1	2	2	37	427	273	7	117	30	77	12	22	8		
4	1	2	2	38	502	377	10	188	12	128	15	12	12		
4	1	2	2	39	445	266	8	101	15	110	15	10	7		
4	1	2	2	40	289	198	7	56	41	41	15	32	6		
4	1	2	2	41	495	331	12	124	31	93	25	39	7		
4	1	2	2	42	261	145	4	33	39	29	18	21	1		
4	1	2	2	43	657	392	10	116	75	88	32	58	13		
4	1	2	2	44	498	368	5	173	30	115	21	20	4		
4	1	2	2	45	421	264	0	78	40	66	27	46	7		
4	1	2	2	46	430	291	7	112	38	87	19	22	6		
4	1	2	2	47	378	238	2	66	36	66	27	34	7		
4	1	2	2	48	383	242	7	59	65	69	13	23	6		
4	1	2	2	49	464	294	11	115	34	89	12	28	5		
4	1	2	2	50	415	286	12	97	39	81	18	33	6		
4	1	2	2	51	295	184	7	52	27	61	9	23	5		
4	1	2	2	52	313	192	3	52	25	68	15	28	1		
4	1	2	2	53	296	197	6	63	31	52	20	20	5		
4	1	2	2	54	373	243	8	103	20	52	17	38	5		
4	1	2	2	55	566	370	20	108	51	112	25	47	7		
4	1	2	2	56	437	308	9	119	28	119	13	14	6		
4	1	2	2	57	307	182	0	69	24	43	15	26	5		
4	1	2	2	58	343	230	7	128	16	49	6	19	5		
4	1	2	2	59	340	204	7	53	54	47	12	28	3		
4	1	2	2	60	285	203	15	106	31	41	4	4	2		
4	1	2	2	61	261	152	8	50	14	52	12	12	4		
4	1	2	2	62	338	207	5	69	37	57	13	23	3		
4	1	2	2	63	535	321	2	111	55	71	18	54	10		
4	1	2	2	64	421	294	5	81	63	93	27	20	5		
4	1	2	2	65	323	216	7	74	38	44	16	27	10		
4	1	2	2	66	304	174	4	61	28	49	16	14	2		
4	1	2	2	67	308	223	3	73	49	58	13	23	4		
4	1	2	2	68	290	214	6	111	10	42	20	20	5		
4	1	2	2	69	325	193	5	70	20	56	14	26	2		
4	1	2	2	70	535	325	3	129	46	86	21	34	6		
4	1	2	2	71	450	342	9	174	21	90	23	20	5		
4	1	2	2	72	567	393	23	188	33	111	7	25	6		
4	1	2	2	73	265	159	3	44	16	74	5	14	3		
4	1	2	2	74	584	353	8	116	47	101	18	55	8		
4	1	2	2	75	330	270	11	185	21	45	4	1	3		
4	1	2	2	76	233	125	2	54	11	40	4	12	2		
4	1	2	2	77	240	144	5	51	16	43	8	18	3		
4	1	2	2	78	256	166	2	48	27	54	14	19	2		
4	1	2	2	79	310	231	6	62	52	68	10	31	2		
4	1	2	2	80	228	152	3	63	13	36	8	23	6		
4	1	2	2	81	352	235	12	74	31	68	16	29	5		
4	1	2	2	82	436	251	9	72	27	85	16	32	10		
4	1	2	2	83	324	241	2	99	19	63	19	31	8		
4	1	2	2	84	377	219	1	92	23	66	15	17	5		
4	1	2	2	85	320	185	2	74	21	58	7	20	3		
4	1	2	2	86	387	230	0	75	41	54	21	36	3		
4	1	2	2	87	353	237	8	61	39	84	13	29	3		
4	1	2	2	88	513	307	8	110	39	92	24	29	5		
4	1	2	2	89	307	195	3	58	23	80	11	17	3		
4	1	2	2	90	351	209	1	104	36	45	12	7	4		
4	1	2	2	91	310	204	5	68	30	58	11	26	6		
4	1	2	2	92	266	203	3	102	12	69	3	10	4		
4	1	2	2	93	376	278	10	96	57	61	18	29	7		
4	1	2	2	94	297	202	2	46	55	40	10	39	10		
4	1	2	2	95	411	258	2	64	59	74	28	28	3		
4	1	2	2	96	322	189	0	54	29	44	15	41	6		
4	1	2	2	97	529	345	19	115	52	95	24	31	9		
4	1	2	2	98	458	319	8	94	72	82	31	26	6		
4	1	2	2	99	342	219	6	69	53	41	12	33	5		
4	1	2	2	100	224	145	4	53	14	29	13	29	3		
4	1	2	2	101	600	368	3	120	48	97	42	51	7		
4	1	2	2	102	575	366	4	118	76	96	28	38	6		
4	1	2	2	103	299	197	5	51	35	52	11	37	6		
4	1	2	2	104	388	269	5	114	29	69	21	21	10		
4	1	2	2	105	247	144	2	52	24	38	16	9	3		
4	1	2	2	106	366	233	4	125	23	58	10	10	3		
4	1	2	2	107	314	189	3	91	22	54	9	4	6		
4	1	2	2	108	399	274	11	153	23	73	5	7	2		
4	1	2	2	109	307	190	5	72	28	54	9	21	1		
4	1	2	2	110	254	122	2	46	10	50	3	10	1		
4	1	2	2	111	285	184	5	63	12	74	8	18	4		
4	1	2	2	112	384	229	7	90	23	72	11	20	6		
4	1	2	2	113	301	191	6	69	11	81	10	10	4		
4	1	2	2	114	234	137	5	51	18	40	8	13	2		
4	1	2	2	115	344	217	4	84	21	81	10	11	6		
4	1	2	2	116	262	143	4	48	11	51	9	16	4		
4	1	2	2	117	228	151	11	44	21	51	7	15	2		
4	1	2	2	118	219	129	1	45	17	40	4	20	2		
4	1	2	2	119	408	246	6	72	37	85	21	23	2		
4	1	2	2	120	337	225	6	108	17	76	6	6	6		
4	1	2	2	121	225	133	4	42	15	50	6	13	3		
4	1	2	2	122	305	202	5	69	33	69	14	10	2		
4	1	2	2	123	342	219	7	43	54	64	22	26	3		
4	1	2	2	124	292	205	3	73	27	70	10	19	3		
4	1	2	2	125	348	198	6	60	23	72	15	16	6		
4	1	2	2	126	321	213	1	61	32	79	17	20	3		
4	1	2	2	127	248	168	13	66	15	54	12	7	1		
4	1	2	2	128	270	168	3	79	16	48	11	4	7		
4	1	2	2	129	331	221	8	87	26	70	10	14	6		
4	1	2	2	130	278	186	4	58	22	66	12	21	3		
4	1	2	2	131	279	179	1	56	31	53	7	25	6		
4	1	2	2	132	413	281	5	88	39	69	29	49	2		
4	1	2	2	133	415	226	11	85	17	82	15	15	1		
4	1	2	2	134	502	354	8	101	80	104	31	26	4		
4	1	2	2	135	257	136	5	63	7	45	8	3	5		
4	1	2	2	136	186	110	6	59	8	27	3	5	2		
4	1	2	2	137	267	153	2	65	26	46	8	3	3		
4	1	2	2	138	442	323	7	172	17	102	14	7	4		
4	1	2	2	139	538	351	12	165	19	123	14	17	1		
4	1	2	2	140	259	143	5	37	21	59	8	9	4		
4	1	2	2	141	306	200	0	77	39	58	10	16	0		
4	1	2	2	142	392	263	4	114	18	91	16	13	7		
4	1	2	2	143	585	386	11	170	31	131	14	21	8		
4	1	2	2	144	316	189	7	89	9	67	3	9	5		
4	1	2	2	145	298	183	1	84	14	53	18	4	9		
4	1	2	2	146	298	169	7	84	15	49	5	7	2		
4	1	2	2	147	245	130	2	47	10	49	5	15	2		
4	1	2	2	148	186	94	1	28	16	35	3	11	0		
4	1	2	2	149	284	151	4	63	7	54	6	15	2		
4	1	2	2	150	373	218	5	91	9	93	7	8	5		
4	1	2	2	151	384	230	10	69	23	80	18	24	6		
4	1	2	2	152	348	229	3	138	5	60	10	5	8		
4	1	2	2	153	314	190	0	85	13	80	6	6	0		
4	1	2	2	154	273	176	2	62	20	63	13	14	2		
4	1	2	2	155	357	221	4	84	16	84	16	16	1		
4	1	2	2	156	376	249	6	117	14	90	8	10	4		
4	1	2	2	157	590	417	6	205	56	108	14	23	5		
4	1	2	2	158	450	305	10	101	51	60	28	49	6		
4	1	2	2	159	265	165	3	65	9	76	3	5	4		
4	1	2	2	160	381	222	7	73	26	68	11	32	5		
4	1	2	2	161	191	156	1	101	1	42	4	2	5		
4	1	2	2	162	503	316	3	127	23	113	18	24	8		
4	1	2	2	163	298	201	6	115	20	46	6	7	1		
4	1	2	2	164	364	258	7	149	19	67	5	5	6		
4	1	2	2	165	0	46	2	18	11	10	3	2	0		
4	1	3	3	0	0	995	30	290	192	176	119	159	29		
4	1	3	3	1	511	331	5	128	47	73	30	37	11		
4	1	3	3	2	501	289	5	80	60	62	32	44	6		
4	1	3	3	3	412	271	16	56	44	84	20	41	10		
4	1	3	3	4	346	228	5	83	41	47	14	32	6		
4	1	3	3	5	591	393	7	95	71	124	38	52	6		
4	1	3	3	6	552	321	11	119	61	65	29	28	8		
4	1	3	3	7	402	249	1	95	29	61	17	37	9		
4	1	3	3	8	500	289	11	85	52	68	26	42	5		
4	1	3	3	9	945	568	11	148	153	107	60	74	15		
4	1	3	3	10	428	242	4	65	48	60	17	39	9		
4	1	3	3	11	552	371	8	119	69	93	26	52	4		
4	1	3	3	12	522	327	10	99	68	68	24	52	6		
4	1	3	3	13	542	370	5	108	79	64	45	60	9		
4	1	3	3	14	829	515	6	138	116	127	47	63	18		
4	1	3	3	15	531	325	2	101	64	68	40	44	6		
4	1	3	3	16	454	271	8	90	43	53	31	36	10		
4	1	3	3	17	629	463	12	155	84	104	43	48	17		
4	1	3	3	18	566	343	4	102	84	60	32	46	15		
4	1	3	3	19	539	351	12	96	95	76	33	29	10		
4	1	3	3	20	486	358	10	87	100	75	32	42	12		
4	1	3	3	21	484	329	5	141	41	83	27	27	5		
4	1	3	3	22	480	309	10	81	64	64	33	48	9		
4	1	3	3	23	856	550	9	155	108	140	38	85	15		
4	1	3	3	24	524	330	5	112	61	69	18	52	13		
4	1	3	3	25	387	251	2	79	39	61	23	38	9		
4	1	3	3	26	858	513	8	132	121	125	59	55	13		
4	1	3	3	27	451	291	12	126	30	69	15	32	7		
4	1	3	3	28	352	193	4	74	21	45	16	25	8		
4	1	3	3	29	262	188	1	93	23	42	9	18	2		
4	1	3	3	30	354	206	1	76	49	43	11	24	2		
4	1	3	3	31	637	387	8	172	55	84	20	38	10		
4	1	3	3	32	725	470	6	211	61	125	25	35	7		
4	1	3	3	33	435	275	4	152	15	68	9	23	4		
4	1	3	3	34	573	336	2	128	54	64	44	38	6		
4	1	3	3	35	492	280	3	122	21	99	18	11	6		
4	1	3	3	36	541	384	10	180	37	92	17	30	18		
4	1	3	3	37	827	511	14	221	63	150	19	25	19		
4	1	3	3	38	446	311	5	158	16	103	11	12	6		
4	1	3	3	39	467	327	4	175	14	104	11	13	6		
4	1	3	3	40	655	403	7	201	16	131	15	17	16		
4	1	3	3	41	563	313	10	125	37	87	25	26	3		
4	1	3	3	42	553	350	6	174	30	91	17	28	4		
4	1	3	3	43	450	277	2	133	22	92	8	15	5		
4	1	3	3	44	489	294	22	118	37	77	21	13	6		
4	1	3	3	45	781	498	16	261	36	124	27	23	11		
4	1	3	3	46	475	310	7	159	11	87	13	23	10		
4	1	3	3	47	601	391	12	208	29	105	10	20	7		
4	1	3	3	48	533	369	8	185	28	115	10	14	9		
4	1	3	3	49	485	306	6	116	77	72	15	15	5		
4	1	3	3	50	486	304	5	85	52	83	33	41	5		
4	1	3	3	51	545	361	12	99	74	91	30	49	6		
4	1	3	3	52	536	335	12	116	55	97	18	31	6		
4	1	3	3	53	616	369	5	125	59	85	40	45	10		
4	1	3	3	54	569	420	24	271	52	51	6	11	5		
4	1	3	3	55	451	282	9	139	19	73	14	22	6		
4	1	3	3	56	658	373	9	161	38	128	14	20	3		
4	1	3	3	57	625	381	6	189	28	122	20	9	7		
4	1	3	3	58	518	325	6	77	92	73	28	37	12		
4	1	3	3	59	463	333	6	99	66	70	31	43	18		
4	1	3	3	60	553	359	8	86	105	60	37	44	19		
4	1	3	3	61	367	245	6	55	76	54	25	27	2		
4	1	3	3	62	581	372	8	131	59	84	38	46	6		
4	1	3	3	63	391	530	12	219	119	83	39	49	9		
4	1	3	3	64	533	333	12	102	74	78	25	31	11		
4	1	3	3	65	539	347	9	108	86	63	38	36	7		
4	1	3	3	66	612	381	4	138	68	98	28	37	8		
4	1	3	3	67	490	295	5	69	63	72	27	51	8		
4	1	3	3	68	546	360	1	106	111	77	34	24	7		
4	1	3	3	69	514	320	7	75	77	83	30	45	3		
4	1	3	3	70	577	338	7	80	97	72	34	41	7		
4	1	3	3	71	507	314	4	118	69	46	23	49	5		
4	1	3	3	72	615	408	7	173	69	86	25	32	16		
4	1	3	3	73	499	307	7	116	48	80	17	31	8		
4	1	3	3	74	438	282	5	87	47	75	26	30	12		
4	1	3	3	75	599	379	6	132	63	117	19	25	17		
4	1	3	3	76	325	202	5	52	55	54	12	22	2		
4	1	3	3	77	315	211	5	70	44	50	14	23	5		
4	1	3	3	78	575	347	4	106	71	73	27	57	9		
4	1	3	3	79	563	324	8	118	46	73	35	34	10		
4	1	3	3	80	459	259	2	90	45	81	18	17	6		
4	1	3	3	81	591	359	5	64	91	60	37	86	16		
4	1	3	3	82	521	319	4	81	88	81	25	33	7		
4	1	3	3	83	450	308	9	139	29	97	13	15	6		
4	1	3	3	84	955	590	14	145	155	118	68	77	13		
4	1	3	3	85	503	313	4	72	90	71	28	42	6		
4	1	3	3	86	488	298	11	60	101	57	32	25	12		
4	1	3	3	87	552	361	7	87	105	83	38	33	8		
4	1	3	3	88	511	352	4	78	113	83	30	29	15		
4	1	3	3	89	550	345	9	131	50	95	27	26	7		
4	1	3	3	90	567	365	8	85	104	94	22	42	10		
4	1	3	3	91	604	408	13	130	73	104	30	52	6		
4	1	3	3	92	575	308	5	123	30	88	21	32	9		
4	1	3	3	93	420	247	10	83	30	64	15	41	4		
4	1	3	3	94	536	343	13	125	61	95	23	19	7		
4	1	3	3	95	611	375	9	81	93	88	43	53	8		
4	1	3	3	96	714	436	11	139	76	118	29	55	8		
4	1	3	3	97	508	324	6	92	62	87	21	46	10		
4	1	3	3	98	690	358	6	132	56	100	32	27	5		
4	1	3	3	99	542	370	6	109	71	115	20	37	12		
4	1	3	3	100	435	284	4	52	86	79	27	25	11		
4	1	3	3	101	584	369	5	192	37	104	9	8	14		
4	1	3	3	102	519	295	15	163	14	81	6	10	6		
4	1	3	3	103	494	311	7	175	8	96	12	7	6		
4	1	3	3	104	519	346	6	107	60	99	26	41	7		
4	1	3	3	105	464	325	8	186	18	85	6	8	14		
4	1	3	3	106	389	133	3	57	8	50	6	4	5		
4	1	3	3	107	462	339	5	89	101	84	26	26	8		
4	1	3	3	108	472	366	13	69	148	75	24	31	6		
4	1	3	3	109	458	369	17	56	153	90	19	30	4		
4	1	3	3	110	880	560	6	240	70	83	54	91	16		
4	1	3	3	111	0	30	2	4	21	3	0	0	0		
4	1	3	3	112	0	27	2	16	1	6	2	0	0		
4	1	3	3	113	0	21	1	12	3	3	1	1	0		
4	1	3	3	114	0	45	6	15	16	5	0	1	2		
4	1	3	3	115	0	54	2	22	22	5	1	1	1		
4	1	4	4	0	0	437	8	79	157	54	57	74	8		
4	1	4	4	1	658	404	4	54	207	55	43	35	6		
4	1	4	4	2	587	392	3	84	151	57	23	66	8		
4	1	4	4	3	589	356	6	79	124	69	34	42	2		
4	1	4	4	4	628	412	6	108	105	43	56	84	10		
4	1	4	4	5	684	444	3	146	115	85	36	51	8		
4	1	4	4	6	482	309	0	71	105	46	25	53	9		
4	1	4	4	7	623	404	7	88	152	69	32	47	9		
4	1	4	4	8	571	357	13	80	95	74	26	64	5		
4	1	4	4	9	622	419	9	91	108	89	39	73	10		
4	1	4	4	10	615	409	4	69	164	81	33	48	10		
4	1	4	4	11	785	515	14	86	228	79	44	60	4		
4	1	4	4	12	684	450	7	101	164	75	25	73	5		
4	1	4	4	13	590	392	4	76	144	66	35	61	6		
4	1	4	4	14	563	364	5	154	83	73	15	29	5		
4	1	4	4	15	544	366	15	118	92	75	21	35	10		
4	1	4	4	16	640	395	6	97	130	65	43	50	4		
4	1	4	4	17	526	430	24	152	123	71	23	30	7		
4	1	4	4	18	642	403	7	117	126	88	20	37	8		
4	1	4	4	19	664	441	6	96	160	89	30	51	9		
4	1	4	4	20	609	404	8	75	168	62	39	44	8		
4	1	4	4	21	761	517	3	113	184	115	35	65	2		
4	1	4	4	22	812	521	6	151	156	124	32	48	4		
4	1	4	4	23	843	552	8	166	181	104	24	61	8		
4	1	4	4	24	695	439	8	79	176	70	44	54	8		
4	1	4	4	25	772	459	7	130	145	88	36	47	6		
4	1	4	4	26	614	357	11	135	79	73	29	27	3		
4	1	4	4	27	830	555	6	92	197	115	54	80	11		
4	1	4	4	28	731	427	5	87	158	65	39	65	8		
4	1	4	4	29	735	474	5	117	133	94	46	74	5		
4	1	4	4	30	570	373	3	106	123	65	27	43	6		
4	1	4	4	31	637	377	5	75	134	82	35	41	5		
4	1	4	4	32	761	502	12	100	210	76	48	53	3		
4	1	4	4	33	685	443	9	68	195	70	46	51	4		
4	1	5	5	0	0	570	14	189	112	102	38	100	15		
4	1	5	5	1	644	384	7	84	83	91	36	76	7		
4	1	5	5	2	604	379	5	131	78	90	28	42	5		
4	1	5	5	3	590	380	7	90	89	67	37	81	9		
4	1	5	5	4	781	480	12	112	107	122	55	60	12		
4	1	5	5	5	746	422	17	106	73	114	28	71	13		
4	1	5	5	6	613	474	20	157	96	93	35	66	7		
4	1	5	5	7	617	357	3	103	61	104	36	46	4		
4	1	5	5	8	649	407	9	117	77	117	47	32	8		
4	1	5	5	9	613	390	12	115	90	90	38	40	5		
4	1	5	5	10	647	420	10	114	91	122	18	55	10		
4	1	5	5	11	485	293	1	62	70	93	31	33	3		
4	1	5	5	12	516	312	12	77	64	71	28	56	4		
4	1	5	5	13	592	395	7	176	59	94	24	25	10		
4	1	5	5	14	600	389	6	164	59	99	18	32	11		
4	1	5	5	15	620	406	5	168	63	106	30	28	6		
4	1	5	5	16	561	326	8	126	45	86	22	31	8		
4	1	5	5	17	737	509	12	231	76	119	30	34	7		
4	1	5	5	18	615	402	16	211	21	117	12	12	13		
4	1	5	5	19	562	386	10	135	75	103	27	31	5		
4	1	5	5	20	486	279	7	95	50	64	26	32	5		
4	1	5	5	21	859	501	18	168	81	139	41	44	10		
4	1	5	5	22	664	409	6	155	44	117	32	47	8		
4	1	5	5	23	739	438	7	134	85	107	24	76	5		
4	1	5	5	24	739	461	9	121	91	118	44	72	6		
4	1	5	5	25	763	466	15	140	83	122	35	59	12		
4	1	5	5	26	587	401	8	106	105	82	36	55	9		
4	1	5	5	27	500	319	13	81	54	67	47	49	8		
4	1	5	5	28	807	519	12	155	85	138	54	67	8		
4	1	5	5	29	519	353	5	87	83	73	33	63	9		
4	1	5	5	30	740	428	14	89	141	102	40	36	6		
4	1	5	5	31	824	495	13	110	116	125	43	80	8		
4	1	5	5	32	461	269	6	62	65	54	27	46	9		
4	1	5	5	33	402	254	3	93	38	71	20	26	3		
4	1	5	5	34	471	276	1	82	58	75	19	33	8		
4	1	5	5	35	427	269	8	98	45	63	16	31	8		
4	1	5	5	36	424	248	5	88	30	85	16	23	1		
4	1	5	5	37	556	326	6	86	63	96	27	43	5		
4	1	5	5	38	608	368	7	128	70	84	19	48	12		
4	1	5	5	39	440	259	7	88	32	87	9	30	6		
4	1	5	5	40	627	374	6	120	63	99	34	46	6		
4	1	5	5	41	571	348	18	108	49	106	20	43	4		
4	1	5	5	42	538	289	6	116	29	95	9	24	10		
4	1	5	5	43	634	413	14	137	72	143	20	23	4		
4	1	5	5	44	479	297	11	135	21	101	10	11	8		
4	1	5	5	45	397	236	7	122	21	67	9	6	4		
4	1	5	5	46	942	599	15	296	35	206	15	22	10		
4	1	5	5	47	522	365	8	183	27	120	13	11	3		
4	1	5	5	48	626	414	14	185	38	152	11	9	5		
4	1	5	5	49	644	399	6	129	92	112	27	26	7		
4	1	5	5	50	506	314	8	99	54	81	27	39	6		
4	1	5	5	51	569	368	10	117	86	96	22	32	5		
4	1	5	5	52	629	375	11	113	75	92	31	41	12		
4	1	5	5	53	572	360	4	120	71	87	28	45	5		
4	1	5	5	54	619	379	13	98	86	82	35	51	14		
4	1	5	5	55	518	345	5	122	57	82	35	40	4		
4	1	5	5	56	482	307	5	86	69	79	26	38	4		
4	1	5	5	57	0	34	1	2	29	1	0	1	0		
4	1	6	6	0	0	460	8	123	117	62	41	106	3		
4	1	6	6	1	555	367	7	84	140	53	25	58	0		
4	1	6	6	2	638	403	12	104	149	71	22	44	1		
4	1	6	6	3	755	475	5	96	176	87	38	70	3		
4	1	6	6	4	757	502	7	108	192	91	27	75	2		
4	1	6	6	5	674	395	10	135	94	79	25	48	4		
4	1	6	6	6	718	430	13	83	152	82	28	71	1		
4	1	6	6	7	742	427	9	120	103	78	35	77	5		
4	1	6	6	8	688	468	7	93	223	72	26	45	2		
4	1	6	6	9	731	469	7	88	189	63	59	60	3		
4	1	6	6	10	630	412	8	89	130	77	39	65	4		
4	1	6	6	11	733	432	6	91	170	56	38	69	2		
4	1	6	6	12	377	243	4	54	63	35	23	61	3		
4	1	6	6	13	559	352	6	80	106	73	34	50	3		
4	1	6	6	14	739	507	22	177	151	79	34	39	5		
4	1	6	6	15	497	313	5	64	113	50	35	43	3		
4	1	6	6	16	463	311	4	77	129	41	22	36	2		
4	1	6	6	17	801	519	16	125	182	83	34	68	11		
4	1	6	6	18	693	520	15	138	177	79	41	66	4		
4	1	6	6	19	727	455	13	96	152	70	38	82	4		
4	1	6	6	20	748	438	8	94	131	91	42	66	6		
4	1	6	6	21	695	440	8	56	183	75	49	67	2		
4	1	6	6	22	558	318	5	61	122	53	42	35	0		
4	1	6	6	23	625	403	6	73	156	48	51	68	1		
4	1	6	6	24	541	340	1	78	126	43	36	54	2		
4	1	6	6	25	711	441	10	107	113	81	48	77	5		
4	1	6	6	26	653	424	8	126	110	80	36	58	6		
4	1	6	6	27	562	354	7	79	111	62	38	50	7		
4	1	6	6	28	598	369	3	79	115	60	45	65	2		
4	1	6	6	29	677	440	26	86	151	62	29	86	0		
4	1	6	6	30	752	411	6	102	115	74	37	71	6		
4	1	6	6	31	673	409	5	157	92	78	26	46	5		
4	1	6	6	32	663	445	13	108	152	97	34	33	8		
4	1	6	6	33	0	0	0	0	0	0	0	0	0		
4	1	7	7	0	0	462	13	123	102	62	41	111	10		
4	1	7	7	1	427	291	4	67	84	63	24	44	5		
4	1	7	7	2	373	247	5	54	43	54	32	56	3		
4	1	7	7	3	519	343	11	86	71	56	33	79	7		
4	1	7	7	4	702	481	7	97	114	86	58	92	27		
4	1	7	7	5	595	365	5	69	86	74	58	62	11		
4	1	7	7	6	612	355	2	102	74	71	35	65	6		
4	1	7	7	7	515	321	3	82	84	36	46	56	14		
4	1	7	7	8	700	422	4	111	79	90	46	75	17		
4	1	7	7	9	335	215	5	62	44	44	15	42	3		
4	1	7	7	10	365	239	4	54	41	38	15	68	19		
4	1	7	7	11	549	356	10	85	70	79	36	65	11		
4	1	7	7	12	699	419	5	98	94	70	46	93	13		
4	1	7	7	13	529	294	0	66	65	54	30	73	6		
4	1	7	7	14	579	368	9	98	64	87	30	72	8		
4	1	7	7	15	597	398	6	110	81	75	36	79	11		
4	1	7	7	16	684	450	6	136	74	71	52	101	10		
4	1	7	7	17	509	375	4	97	107	52	41	69	5		
4	1	7	7	18	517	311	4	84	47	44	40	82	10		
4	1	7	7	19	713	535	9	235	81	93	40	66	11		
4	1	7	7	20	629	469	17	203	105	71	21	40	12		
4	1	7	7	21	570	339	3	102	65	80	26	61	2		
4	1	7	7	22	655	417	16	86	82	96	41	79	17		
4	1	7	7	23	629	405	5	77	113	87	53	58	12		
4	1	7	7	24	586	358	4	77	79	73	44	72	9		
4	1	7	7	25	477	299	6	84	44	63	18	71	13		
4	1	7	7	26	686	452	8	123	105	101	42	63	10		
4	1	7	7	27	738	488	6	124	102	96	51	98	11		
4	1	7	7	28	507	324	4	94	70	66	24	59	7		
4	1	7	7	29	404	256	5	39	64	56	31	57	4		
4	1	7	7	30	571	322	7	95	51	65	32	62	10		
4	1	7	7	31	652	384	5	105	51	127	46	40	10		
4	1	7	7	32	592	358	4	90	80	75	37	58	14		
4	1	7	7	33	600	347	7	102	69	80	22	63	4		
4	1	7	7	34	591	346	5	85	91	66	35	52	12		
4	1	7	7	35	431	293	12	124	42	44	23	41	7		
4	1	7	7	36	562	364	10	72	79	63	51	77	12		
