T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	KPOE   	Sonstige	Typ	Jahr
4	9	6	18	39	578	494	18	88	156	83	50	75	5	19		
4	9	6	18	40	599	451	9	131	141	67	31	51	3	18		
4	9	6	18	41	341	265	8	107	90	51	4	1	0	4		
4	9	6	18	42	719	611	21	148	210	100	49	67	0	16		
4	9	6	18	43	749	527	10	56	231	80	52	72	3	23		
4	9	6	18	44	626	420	19	113	120	102	16	32	1	17		
4	9	6	18	45	691	500	17	77	226	77	46	47	0	10		
4	9	6	18	46	520	385	4	54	176	67	34	40	0	10		
4	9	6	18	47	389	390	8	71	134	72	39	52	1	13		
4	9	6	18	48	651	493	16	77	222	71	48	49	1	9		
4	9	6	18	49	580	436	12	60	198	62	46	49	1	8		
4	9	6	18	50	587	511	7	72	217	71	66	68	1	9		
4	9	6	18	51	545	447	4	58	194	73	54	59	2	3		
4	9	6	18	52	520	368	7	41	167	60	36	49	2	6		
4	9	6	18	53	0	197	2	16	163	12	0	2	0	2		
4	9	6	18	54	0	10	1	4	2	1	2	0	0	0		
4	9	6	18	55	0	61	1	14	17	16	4	6	1	2		
4	9	6	18	56	0	128	9	48	57	8	1	2	1	2		
4	9	6	18	57	0	86	10	29	36	6	1	2	0	2		
4	9	6	19	1	689	479	26	174	77	117	22	42	4	17		
4	9	6	19	2	558	334	18	81	78	95	21	29	2	10		
4	9	6	19	3	575	340	9	111	78	78	20	35	3	6		
4	9	6	19	4	356	292	13	78	67	61	14	46	3	10		
4	9	6	19	5	743	507	20	178	86	115	51	47	4	6		
4	9	6	19	6	679	449	19	158	93	110	22	39	2	6		
4	9	6	19	7	553	549	18	132	99	118	57	92	11	22		
4	9	6	19	8	612	435	23	98	122	96	30	55	2	9		
4	9	6	19	9	646	466	7	51	221	70	49	61	2	5		
4	9	6	19	10	596	518	11	83	193	78	66	79	3	5		
4	9	6	19	11	551	442	11	81	167	83	33	53	1	13		
4	9	6	19	12	653	457	3	64	229	52	46	60	3	0		
4	9	6	19	13	239	232	8	50	118	46	4	5	0	1		
4	9	6	19	14	689	470	13	102	152	105	24	60	0	14		
4	9	6	19	15	652	477	17	125	153	97	30	47	1	7		
4	9	6	19	16	320	610	13	164	218	113	35	48	5	14		
4	9	6	19	17	572	463	11	65	214	78	37	51	0	7		
4	9	6	19	18	704	468	14	140	138	85	29	45	3	14		
4	9	6	19	19	766	548	13	54	283	83	38	60	0	17		
4	9	6	19	20	609	442	13	71	184	66	39	58	5	6		
4	9	6	19	21	532	415	16	112	172	60	22	26	2	5		
4	9	6	19	22	719	505	6	110	189	83	51	59	2	5		
4	9	6	19	23	458	390	8	45	161	69	43	57	0	7		
4	9	6	19	24	556	432	14	94	157	82	29	44	2	10		
4	9	6	19	25	540	423	22	159	109	88	17	23	0	5		
4	9	6	19	26	697	450	19	102	154	74	41	52	0	8		
4	9	6	19	27	410	238	13	96	39	60	8	17	0	5		
4	9	6	19	28	768	537	16	134	188	106	38	39	2	14		
4	9	6	19	29	454	287	18	118	27	82	17	12	4	9		
4	9	6	19	30	429	277	19	131	20	63	12	18	4	10		
4	9	6	19	31	527	385	19	177	33	112	11	25	2	6		
4	9	6	19	32	528	353	19	150	31	99	18	18	5	13		
4	9	6	19	33	790	520	27	242	72	123	18	25	5	8		
4	9	6	19	34	656	483	14	177	101	94	39	47	1	10		
4	9	6	19	35	516	336	7	144	39	97	17	23	1	8		
4	9	6	19	36	435	384	15	111	94	70	33	52	3	6		
4	9	6	19	37	568	379	19	126	91	78	25	35	3	2		
4	9	6	19	38	675	454	29	160	85	101	26	39	4	10		
4	9	6	19	39	520	330	13	115	66	77	24	25	3	7		
4	9	6	19	40	748	519	21	121	151	102	46	55	2	21		
4	9	6	19	41	279	274	0	94	68	65	20	21	0	6		
4	9	6	19	42	678	478	13	96	174	86	51	48	2	8		
4	9	6	19	43	680	498	18	52	228	70	57	58	1	14		
4	9	6	19	44	456	412	11	81	162	79	41	34	2	2		
4	9	6	19	45	707	482	16	123	156	88	38	52	2	7		
4	9	6	19	46	441	338	5	45	170	50	30	27	0	11		
4	9	6	19	47	763	595	14	135	206	103	44	81	2	10		
4	9	6	19	48	707	468	17	185	84	116	21	31	2	12		
4	9	6	19	49	619	375	8	117	99	95	16	23	1	16		
4	9	6	19	50	736	521	17	104	213	81	46	46	1	13		
4	9	6	19	51	563	554	7	83	237	110	46	56	1	14		
4	9	6	19	52	620	463	5	58	210	90	52	34	1	13		
4	9	6	19	53	830	622	24	136	260	94	44	53	2	9		
4	9	6	19	54	787	557	14	64	284	77	44	59	3	12		
4	9	6	19	55	747	537	20	173	107	120	28	69	3	17		
4	9	6	19	56	583	437	11	73	198	72	37	37	2	7		
4	9	6	19	57	680	473	17	87	178	74	37	63	4	13		
4	9	6	19	58	716	508	10	118	190	72	45	63	3	7		
4	9	6	19	59	569	428	16	141	76	95	31	47	5	17		
4	9	6	19	60	585	410	11	75	176	71	22	39	1	15		
4	9	6	19	61	602	407	16	140	90	83	19	37	7	15		
4	9	6	19	62	705	475	16	156	117	117	28	28	0	13		
4	9	6	19	63	628	400	17	125	85	96	19	40	4	14		
4	9	6	19	64	586	418	15	107	137	69	35	42	4	9		
4	9	6	19	65	712	529	21	184	135	89	31	57	3	9		
4	9	6	19	66	606	457	16	127	134	69	40	56	1	14		
4	9	6	19	67	460	383	8	148	121	78	7	12	0	9		
4	9	6	19	68	740	526	18	227	85	129	21	30	3	13		
4	9	6	19	69	795	568	26	208	137	111	36	35	4	11		
4	9	6	19	70	624	467	16	203	94	91	13	30	5	15		
4	9	6	19	71	544	484	21	142	119	114	41	39	1	7		
4	9	6	19	72	665	513	28	148	139	80	39	64	3	12		
4	9	6	19	73	405	349	10	77	124	35	38	60	2	3		
4	9	6	19	74	791	579	28	234	86	108	30	74	4	15		
4	9	6	19	75	807	587	20	126	246	101	51	27	1	15		
4	9	6	19	76	650	472	3	62	220	79	52	48	2	6		
4	9	6	19	77	602	492	14	58	229	94	41	47	1	8		
4	9	6	19	78	709	508	13	153	157	91	35	47	3	9		
4	9	6	19	79	601	441	8	67	170	93	54	39	2	8		
4	9	6	19	80	591	432	14	132	142	58	40	31	4	11		
4	9	6	19	81	579	491	11	103	186	93	40	46	0	12		
4	9	6	19	82	630	451	15	89	176	96	27	39	3	6		
4	9	6	19	83	522	398	7	67	183	61	36	37	0	7		
4	9	6	19	84	0	41	2	16	8	11	0	1	0	3		
4	9	6	19	85	0	44	2	6	28	4	0	3	0	1		
4	9	6	19	86	0	105	6	84	8	2	0	3	1	1		
4	9	6	96	1	0	527	8	94	201	58	68	93	0	5		
4	9	6	96	2	0	0	0	0	0	0	0	0	0	0		
4	9	6	96	3	0	0	0	0	0	0	0	0	0	0		
4	9	7	21	1	683	445	24	132	132	93	29	26	1	8		
4	9	7	21	2	508	389	14	143	75	98	16	32	0	11		
4	9	7	21	3	550	368	20	112	93	77	23	34	0	9		
4	9	7	21	4	579	370	23	156	40	103	11	17	5	15		
4	9	7	21	5	594	386	11	141	81	90	27	17	2	17		
4	9	7	21	6	456	329	12	121	63	62	24	36	1	10		
4	9	7	21	7	529	379	19	123	91	76	31	31	1	7		
4	9	7	21	8	497	374	18	183	63	62	17	21	4	6		
4	9	7	21	9	724	504	31	208	72	113	29	39	2	10		
4	9	7	21	10	629	423	17	103	96	115	28	45	1	18		
4	9	7	21	11	347	314	17	82	93	78	14	18	1	11		
4	9	7	21	12	504	392	10	172	65	89	17	22	4	13		
4	9	7	21	13	420	297	10	106	63	91	8	11	6	2		
4	9	7	21	14	562	325	18	144	24	101	9	16	4	9		
4	9	7	21	15	625	454	23	137	98	110	23	46	5	12		
4	9	7	21	16	470	346	22	137	19	118	11	17	7	15		
4	9	7	21	17	589	401	16	144	62	96	14	46	7	16		
4	9	7	21	18	484	310	17	104	59	68	18	28	4	12		
4	9	7	21	19	481	306	8	95	72	68	24	25	5	9		
4	9	7	21	20	460	280	7	76	70	82	9	19	3	14		
4	9	7	21	21	617	383	16	99	87	102	33	33	0	13		
4	9	7	21	22	500	337	13	114	54	76	31	41	1	7		
4	9	7	21	23	653	487	30	201	75	93	20	55	3	10		
4	9	7	21	24	479	357	16	123	78	81	17	31	3	8		
4	9	7	21	25	621	349	27	106	52	120	15	22	2	5		
4	9	7	21	26	655	419	20	152	56	130	20	24	3	14		
4	9	7	21	27	560	417	18	138	77	116	17	34	3	14		
4	9	7	21	28	713	486	26	146	116	136	19	26	3	14		
4	9	7	21	29	743	480	26	187	71	120	25	34	3	14		
4	9	7	21	30	543	339	22	144	41	90	18	11	2	11		
4	9	7	21	31	539	338	22	121	52	84	20	31	2	6		
4	9	7	21	32	391	282	11	96	43	92	10	16	5	9		
4	9	7	21	33	660	428	25	133	82	110	30	32	5	11		
4	9	7	21	34	658	431	22	148	72	100	27	51	1	10		
4	9	7	21	35	658	405	10	123	96	119	17	33	3	4		
4	9	7	21	36	495	338	12	89	86	95	16	26	5	9		
4	9	7	21	37	604	425	28	124	81	99	45	36	0	12		
4	9	7	21	38	590	364	20	118	94	89	17	18	1	7		
4	9	7	21	39	662	342	23	163	32	86	10	17	4	7		
4	9	7	21	40	731	388	23	177	12	117	24	24	3	8		
4	9	7	21	41	393	378	19	153	55	82	21	40	3	5		
4	9	7	21	42	574	397	20	145	81	93	19	28	2	9		
4	9	7	21	43	684	438	26	155	84	100	27	39	0	7		
4	9	7	21	44	693	455	12	206	49	122	28	24	5	9		
4	9	7	21	45	454	397	13	172	60	97	19	25	2	9		
4	9	7	21	46	529	349	21	182	24	85	8	11	1	17		
4	9	7	21	47	679	412	18	179	47	106	16	29	4	13		
4	9	7	21	48	598	385	19	171	48	83	21	31	2	10		
4	9	7	21	49	596	404	22	148	60	114	21	27	2	10		
4	9	7	21	50	534	373	18	133	63	81	25	35	5	13		
4	9	7	21	51	382	220	13	112	15	50	4	11	9	6		
4	9	7	21	52	384	218	12	117	8	50	11	12	3	5		
4	9	7	21	53	443	266	20	119	20	82	10	6	1	8		
4	9	7	21	54	453	261	16	141	11	79	2	6	4	2		
4	9	7	21	55	571	387	24	121	68	87	30	44	2	11		
4	9	7	21	56	556	354	17	162	35	95	15	23	2	5		
4	9	7	21	57	619	384	25	178	47	98	13	17	2	4		
4	9	7	21	58	638	395	23	166	33	126	22	14	1	10		
4	9	7	21	59	505	374	18	186	38	92	10	23	0	7		
4	9	7	21	60	692	511	16	149	125	93	39	70	9	10		
4	9	7	21	61	658	428	26	134	87	88	31	57	0	5		
4	9	7	21	62	467	306	12	93	87	51	23	31	3	6		
4	9	7	21	63	526	379	23	181	48	75	14	19	5	14		
4	9	7	21	64	604	397	15	113	83	119	22	35	0	10		
4	9	7	21	65	513	416	14	263	22	72	16	20	3	6		
4	9	7	21	66	221	648	19	331	150	93	15	22	3	15		
4	9	7	21	67	575	376	12	165	50	87	17	32	2	11		
4	9	7	21	68	565	368	25	147	52	80	18	36	2	8		
4	9	7	21	69	630	368	26	148	22	138	13	6	5	10		
4	9	7	21	70	566	311	14	135	20	106	15	11	1	9		
4	9	7	21	71	515	354	18	145	22	119	16	22	2	10		
4	9	7	21	72	624	390	18	142	28	147	16	30	0	9		
4	9	7	21	73	657	387	18	175	31	104	24	23	1	11		
4	9	7	21	74	573	379	22	201	51	69	10	18	3	5		
4	9	7	21	75	608	408	13	149	76	98	26	34	4	8		
4	9	7	21	76	539	430	22	129	96	69	32	64	3	15		
4	9	7	21	77	399	252	15	89	38	68	11	17	1	13		
4	9	7	21	78	887	580	32	216	91	135	31	57	7	11		
4	9	7	21	79	742	495	18	155	93	129	38	48	1	13		
4	9	7	21	80	796	487	18	124	156	116	27	34	5	7		
4	9	7	21	81	577	419	17	162	65	118	23	22	2	10		
4	9	7	21	82	589	335	21	134	19	119	15	18	1	8		
4	9	7	21	83	631	374	22	158	39	126	12	10	1	6		
4	9	7	21	84	618	397	25	138	34	147	19	26	1	7		
4	9	7	21	85	588	377	18	158	58	97	15	24	3	4		
4	9	7	21	86	600	358	15	132	38	129	14	21	1	8		
4	9	7	21	87	590	446	13	165	91	86	34	37	6	14		
4	9	7	21	88	566	345	22	128	36	119	12	19	1	8		
4	9	7	21	89	618	461	26	252	54	100	10	6	3	10		
4	9	7	21	90	563	366	18	159	47	94	18	17	3	10		
4	9	7	21	91	555	387	18	148	58	104	20	32	2	5		
4	9	7	21	92	425	296	16	122	33	91	9	10	6	9		
4	9	7	21	93	478	278	13	120	26	84	8	19	1	7		
4	9	7	21	94	617	382	14	153	51	113	16	23	5	7		
4	9	7	21	95	610	402	13	140	64	134	17	24	2	8		
4	9	7	21	96	578	402	11	174	56	95	18	41	2	5		
4	9	7	21	97	706	451	21	200	63	113	19	24	0	11		
4	9	7	21	98	554	374	24	162	37	120	12	15	1	3		
4	9	7	21	99	466	338	13	135	58	74	19	28	3	8		
4	9	7	21	100	563	323	18	143	30	89	15	18	1	9		
4	9	7	21	101	444	273	16	113	48	66	13	12	1	4		
4	9	7	21	102	538	347	12	150	26	120	13	14	2	10		
4	9	7	21	103	531	338	22	129	50	102	13	10	2	10		
4	9	7	21	104	550	313	15	132	28	94	15	15	2	12		
4	9	7	21	105	524	337	17	137	31	98	23	21	4	6		
4	9	7	21	106	607	442	21	199	70	90	20	27	1	14		
4	9	7	21	107	558	403	19	154	83	91	21	24	2	9		
4	9	7	21	108	761	555	22	187	108	145	38	40	3	12		
4	9	7	21	109	465	320	16	116	54	79	21	29	2	3		
4	9	7	21	110	396	334	12	143	40	94	14	20	2	9		
4	9	7	21	111	602	439	10	136	91	71	44	64	1	22		
4	9	7	21	112	552	356	25	176	30	92	9	13	3	8		
4	9	7	21	113	504	392	22	190	30	110	10	21	1	8		
4	9	7	21	114	518	283	25	146	17	81	2	7	0	5		
4	9	7	21	115	572	315	20	131	15	115	12	13	1	8		
4	9	7	21	116	477	295	21	134	24	89	9	11	1	6		
4	9	7	21	117	502	324	16	153	25	97	8	15	1	9		
4	9	7	21	118	511	298	28	117	21	90	16	20	0	6		
4	9	7	21	119	464	257	18	110	15	82	6	14	4	8		
4	9	7	21	120	626	361	24	152	25	120	10	21	1	8		
4	9	7	21	121	623	358	18	159	23	109	10	26	1	12		
4	9	7	21	122	621	373	16	176	17	121	12	14	8	9		
4	9	7	21	123	349	223	10	92	33	49	17	9	6	7		
4	9	7	21	124	411	254	7	94	45	69	10	21	1	7		
4	9	7	21	125	320	170	3	72	26	47	10	6	0	6		
4	9	7	21	126	434	296	16	109	32	90	17	19	4	9		
4	9	7	21	127	386	279	13	102	35	73	20	30	2	4		
4	9	7	21	128	391	241	9	80	31	70	15	30	0	6		
4	9	7	21	129	763	567	26	164	178	97	33	52	2	15		
4	9	7	21	130	702	512	20	137	144	115	33	48	2	13		
4	9	7	21	131	336	273	9	98	59	73	15	13	2	4		
4	9	7	21	132	658	506	15	186	104	87	50	52	1	11		
4	9	7	21	133	717	476	19	176	66	129	32	39	0	15		
4	9	7	21	134	523	375	17	139	43	100	24	42	3	7		
4	9	7	21	135	665	478	19	144	142	101	28	29	1	14		
4	9	7	21	136	552	354	21	161	25	100	9	18	5	15		
4	9	7	21	137	593	397	18	143	59	116	24	26	3	8		
4	9	7	21	138	548	409	21	170	58	98	16	35	3	8		
4	9	7	21	139	573	404	13	211	31	99	18	24	6	2		
4	9	7	21	140	597	419	24	191	54	99	14	24	2	11		
4	9	7	21	141	369	242	11	63	57	63	22	21	0	5		
4	9	7	21	142	661	458	12	130	117	92	37	56	3	11		
4	9	7	21	143	714	490	19	156	114	120	20	43	4	14		
4	9	7	21	144	712	508	19	180	91	122	34	43	4	15		
4	9	7	21	145	497	381	9	123	86	99	23	33	3	5		
4	9	7	21	146	391	316	15	164	27	78	10	15	1	6		
4	9	7	21	147	346	230	11	134	31	41	3	6	1	3		
4	9	7	21	148	600	427	24	174	78	103	13	13	2	20		
4	9	7	21	149	628	443	29	194	45	116	18	18	10	13		
4	9	7	21	150	643	463	12	130	114	119	33	44	3	8		
4	9	7	21	151	607	418	19	195	39	124	9	13	2	17		
4	9	7	21	152	626	398	28	165	39	109	15	27	3	12		
4	9	7	21	153	627	425	15	196	43	126	21	11	4	9		
4	9	7	21	154	618	422	17	172	68	116	14	19	2	14		
4	9	7	21	155	590	439	8	97	163	109	22	30	0	10		
4	9	7	21	156	643	472	16	120	159	97	26	41	3	10		
4	9	7	21	157	554	430	15	134	107	98	23	49	0	4		
4	9	7	21	158	460	308	15	110	70	73	17	18	0	5		
4	9	7	21	159	740	527	21	148	120	126	39	61	5	7		
4	9	7	21	160	528	359	23	140	29	101	30	26	2	8		
4	9	7	21	161	382	261	13	72	59	51	21	35	1	9		
4	9	7	21	162	358	222	9	88	45	45	14	18	0	3		
4	9	7	21	163	408	346	13	90	98	61	32	40	0	12		
4	9	7	21	164	358	366	9	117	85	66	37	41	2	9		
4	9	7	21	165	356	318	8	113	64	65	31	30	1	6		
4	9	7	21	166	331	261	15	72	46	67	23	29	2	7		
4	9	7	21	167	639	398	21	134	49	112	38	34	3	7		
4	9	7	21	168	506	335	17	98	46	102	29	36	2	5		
4	9	7	21	169	469	296	11	77	33	103	31	35	0	6		
4	9	7	21	170	514	336	10	85	42	122	26	41	2	8		
4	9	7	21	171	291	169	4	70	11	64	9	6	0	5		
4	9	7	21	172	358	271	8	109	36	83	15	14	1	5		
4	9	7	21	173	493	347	16	89	63	96	41	33	3	6		
4	9	7	21	174	377	325	13	108	46	79	17	47	2	13		
4	9	7	21	175	0	63	4	30	7	16	1	3	1	1		
4	9	7	22	1	169	152	3	42	38	48	8	7	0	6		
4	9	7	22	2	366	267	16	124	21	71	10	11	4	10		
4	9	7	22	3	334	200	5	96	14	63	4	12	2	4		
4	9	7	22	4	369	221	8	119	21	54	3	10	4	2		
4	9	7	22	5	331	201	12	100	10	60	7	5	3	4		
4	9	7	22	6	224	149	3	64	28	30	7	16	0	1		
4	9	7	22	7	304	180	9	90	9	55	2	9	3	3		
4	9	7	22	8	494	294	12	90	65	65	26	27	0	9		
4	9	7	22	9	495	415	14	126	92	76	35	67	0	5		
4	9	7	22	10	398	294	7	51	103	72	20	31	5	5		
4	9	7	22	11	342	196	13	99	11	58	4	5	0	6		
4	9	7	22	12	608	373	18	117	76	87	24	42	2	7		
4	9	7	22	13	737	522	13	159	85	127	46	69	4	19		
4	9	7	22	14	185	135	7	59	21	23	6	9	1	9		
4	9	7	22	15	437	304	6	111	56	71	24	30	1	5		
4	9	7	22	16	400	232	17	112	21	46	11	20	0	5		
4	9	7	22	17	757	530	29	167	105	143	37	38	2	9		
4	9	7	22	18	398	254	4	70	68	62	18	24	3	5		
4	9	7	22	19	578	76	1	33	17	11	5	7	0	2		
4	9	7	22	20	276	380	9	140	91	75	11	27	6	21		
4	9	7	22	21	439	425	17	146	70	108	34	37	1	12		
4	9	7	22	22	297	154	12	74	13	36	6	7	2	4		
4	9	7	22	23	307	230	6	137	21	40	7	10	0	9		
4	9	7	22	24	337	235	11	73	49	63	16	13	1	9		
4	9	7	22	25	384	278	15	80	63	79	15	21	1	4		
4	9	7	22	26	295	205	9	64	37	56	17	15	2	5		
4	9	7	22	27	381	228	11	92	24	69	10	17	2	3		
4	9	7	22	28	398	230	18	108	24	54	9	12	0	5		
4	9	7	22	29	363	233	6	55	56	58	27	20	1	10		
4	9	7	22	30	290	213	9	100	26	50	10	12	0	6		
4	9	7	22	31	475	347	16	91	88	73	33	39	1	6		
4	9	7	22	32	534	398	16	156	70	86	22	31	6	11		
4	9	7	22	33	256	232	13	91	44	61	3	14	1	5		
4	9	7	22	34	369	239	11	105	14	78	18	8	0	5		
4	9	7	22	35	290	179	2	81	35	34	11	9	2	5		
4	9	7	22	36	668	498	21	155	112	133	28	33	5	11		
4	9	7	22	37	376	292	12	140	34	70	15	17	0	4		
4	9	7	22	38	677	505	28	259	48	85	20	32	12	21		
4	9	7	22	39	454	390	5	131	102	80	27	32	4	9		
4	9	7	22	40	727	531	8	185	106	105	46	73	1	7		
4	9	7	22	41	649	510	23	181	67	150	30	36	6	17		
4	9	7	22	42	803	541	15	190	92	130	47	40	6	21		
4	9	7	22	43	822	530	22	201	88	139	34	35	4	7		
4	9	7	22	44	592	388	16	143	81	86	21	32	2	7		
4	9	7	22	45	548	402	15	146	72	112	20	26	2	9		
4	9	7	22	46	308	222	9	80	49	52	10	13	2	7		
4	9	7	22	47	791	570	16	167	158	101	46	71	2	9		
4	9	7	22	48	829	566	19	190	110	139	36	61	3	8		
4	9	7	22	49	893	651	20	221	115	183	50	56	1	5		
4	9	7	22	50	990	657	21	219	133	187	41	40	3	13		
4	9	7	22	51	471	352	10	120	66	106	22	20	3	5		
4	9	7	22	52	640	430	21	162	76	97	35	33	1	5		
4	9	7	22	53	462	493	15	171	119	125	20	27	2	14		
4	9	7	22	54	768	543	23	188	113	160	19	22	4	14		
4	9	7	22	55	486	356	11	101	89	101	21	22	1	10		
4	9	7	22	56	647	461	17	151	73	122	33	44	6	15		
4	9	7	22	57	585	485	16	159	95	133	26	37	13	6		
4	9	7	22	58	512	363	18	121	58	114	16	18	1	17		
4	9	7	22	59	273	261	10	91	85	52	10	9	3	1		
4	9	7	22	60	661	537	20	244	93	89	24	50	5	12		
4	9	7	22	61	711	540	10	190	116	111	52	49	3	9		
4	9	7	22	62	553	377	13	86	111	96	29	27	1	14		
4	9	7	22	63	363	234	10	58	77	65	8	14	0	2		
4	9	7	22	64	501	351	8	95	97	83	26	36	1	5		
4	9	7	22	65	345	185	16	86	7	54	6	11	2	3		
4	9	7	22	66	334	211	10	72	16	87	5	12	1	8		
4	9	7	22	67	273	174	4	67	24	54	8	14	1	2		
4	9	7	22	68	370	333	17	138	50	65	15	37	3	8		
4	9	7	22	69	408	322	8	142	49	74	15	27	4	3		
4	9	7	22	70	531	386	14	132	93	88	22	28	2	7		
4	9	7	22	71	708	460	18	183	50	105	36	57	1	10		
4	9	7	22	72	408	264	10	93	66	56	18	12	2	7		
4	9	7	22	73	684	449	16	170	64	126	24	41	2	6		
4	9	7	22	74	388	349	14	133	66	68	22	29	6	11		
4	9	7	22	75	466	331	15	158	34	67	20	22	7	8		
4	9	7	22	76	508	356	10	178	43	81	15	20	0	9		
4	9	7	22	77	417	261	12	116	26	66	17	20	2	2		
4	9	7	22	78	504	386	14	148	73	89	26	25	1	10		
4	9	7	22	79	428	300	13	100	75	74	14	19	0	5		
4	9	7	22	80	322	198	9	98	17	56	5	7	0	6		
4	9	7	22	81	352	226	13	103	12	63	11	13	4	7		
4	9	7	22	82	439	278	10	111	39	86	9	16	1	6		
4	9	7	22	83	344	259	8	97	38	73	15	18	7	3		
4	9	7	22	84	409	265	13	130	27	64	8	16	5	2		
4	9	7	22	85	841	552	28	181	98	138	35	49	4	19		
4	9	7	22	86	338	205	14	83	29	50	12	11	1	5		
4	9	7	22	87	500	357	15	108	111	64	24	23	2	10		
4	9	7	22	88	369	303	24	134	25	78	16	20	1	5		
4	9	7	22	89	376	296	13	132	31	77	7	21	4	11		
4	9	7	22	90	467	306	12	137	30	93	13	14	2	5		
4	9	7	22	91	278	146	4	63	20	41	4	9	2	3		
4	9	7	22	92	428	312	20	150	29	64	14	20	6	9		
4	9	7	22	93	259	172	2	72	18	49	14	10	1	6		
4	9	7	22	94	442	302	11	131	33	89	16	15	0	7		
4	9	7	22	95	329	241	12	108	26	70	9	6	2	8		
4	9	7	22	96	450	313	15	118	56	83	18	18	4	1		
4	9	7	22	97	242	171	6	61	31	38	10	14	5	6		
4	9	7	22	98	415	279	14	102	43	84	11	20	3	2		
4	9	7	22	99	656	434	26	161	66	105	18	44	2	12		
4	9	7	22	100	382	287	16	106	57	63	26	12	0	7		
4	9	7	22	101	373	241	27	101	19	67	6	16	1	4		
4	9	7	22	102	272	181	7	78	26	44	7	14	0	5		
4	9	7	22	103	287	190	16	69	29	37	12	21	1	5		
4	9	7	22	104	326	225	8	101	13	84	8	8	2	1		
4	9	7	22	105	363	246	18	104	35	65	10	10	2	2		
4	9	7	22	106	347	241	12	102	35	66	7	12	2	5		
4	9	7	22	107	338	226	17	96	32	54	8	14	3	2		
4	9	7	22	108	345	242	6	102	42	66	11	11	1	3		
4	9	7	22	109	321	231	10	89	40	60	9	12	3	8		
4	9	7	22	110	359	263	8	102	48	59	17	20	1	8		
4	9	7	22	111	335	242	14	93	45	61	11	11	2	5		
4	9	7	22	112	417	277	20	123	35	65	13	14	0	7		
4	9	7	22	113	243	183	5	67	37	45	9	14	2	4		
4	9	7	22	114	254	171	11	63	23	56	6	3	3	6		
4	9	7	22	115	411	303	7	122	52	76	18	22	4	2		
4	9	7	22	116	391	239	4	107	21	66	11	18	1	11		
4	9	7	22	117	235	235	7	91	40	69	12	14	1	1		
4	9	7	22	118	451	286	21	134	20	88	10	8	3	2		
4	9	7	22	119	396	261	22	109	29	81	8	4	2	6		
4	9	7	22	120	450	348	21	142	64	73	18	23	3	4		
4	9	7	22	121	514	348	7	91	94	84	26	35	1	10		
4	9	7	22	122	488	321	15	146	32	90	17	12	2	7		
4	9	7	22	123	527	363	17	100	80	108	28	22	0	8		
4	9	7	22	124	441	294	10	50	110	59	29	32	0	4		
4	9	7	22	125	159	154	8	58	30	35	8	10	0	5		
4	9	7	22	126	413	266	17	91	22	102	13	15	0	6		
4	9	7	22	127	395	269	19	109	37	77	12	9	2	4		
4	9	7	22	128	407	262	15	95	25	94	12	11	2	8		
4	9	7	22	129	233	151	12	68	9	52	6	3	0	1		
4	9	7	22	130	462	335	18	129	58	77	15	30	1	7		
4	9	7	22	131	368	332	10	111	48	117	13	21	4	8		
4	9	7	22	132	371	234	18	93	22	77	11	8	2	3		
4	9	7	22	133	320	211	9	89	13	78	10	11	0	1		
4	9	7	22	134	457	273	13	104	28	93	7	15	2	11		
4	9	7	22	135	342	232	7	84	28	68	8	26	4	7		
4	9	7	22	136	385	284	10	87	62	71	24	20	4	6		
4	9	7	22	137	314	234	16	117	19	64	8	6	1	3		
4	9	7	22	138	408	276	17	115	20	95	5	14	2	8		
4	9	7	22	139	408	285	21	148	15	73	10	9	3	6		
4	9	7	22	140	330	195	9	84	26	57	5	9	2	3		
4	9	7	22	141	597	386	21	166	43	108	18	15	3	12		
4	9	7	22	142	773	510	24	168	74	156	41	31	6	10		
4	9	7	22	143	378	271	13	64	80	76	12	11	0	15		
4	9	7	22	144	343	219	8	86	23	67	15	12	2	6		
4	9	7	22	145	551	333	19	129	36	111	19	13	2	4		
4	9	7	22	146	432	314	12	115	64	58	17	33	2	13		
4	9	7	22	147	292	204	9	67	49	39	13	15	2	10		
4	9	7	22	148	576	352	14	147	33	106	26	10	3	13		
4	9	7	22	149	888	470	16	188	45	170	20	14	3	14		
4	9	7	22	150	686	530	16	168	86	104	72	71	1	12		
4	9	7	22	151	869	484	10	179	39	197	32	20	2	5		
4	9	7	22	152	544	403	8	135	39	112	42	55	2	10		
4	9	7	22	153	615	343	7	142	35	112	18	17	2	10		
4	9	7	22	154	392	276	6	87	46	72	22	30	3	10		
4	9	7	22	155	839	439	16	183	32	158	19	21	2	8		
4	9	7	22	156	688	444	12	174	70	126	20	29	3	10		
4	9	7	22	157	954	620	27	240	58	179	42	48	8	18		
4	9	7	22	158	676	391	18	139	28	165	17	16	1	7		
4	9	7	22	159	537	358	9	130	47	86	36	43	0	7		
4	9	7	22	160	781	403	22	160	25	162	14	12	2	6		
4	9	7	22	161	584	464	23	169	94	91	33	39	3	12		
4	9	7	22	162	462	324	14	109	69	69	26	27	2	8		
4	9	7	22	163	510	339	25	131	29	105	23	19	2	5		
4	9	7	22	164	279	202	8	79	43	43	10	13	1	5		
4	9	7	22	165	452	302	8	109	55	73	22	24	1	10		
